"평가년도","연번","쇼핑몰 구분","쇼핑몰 명","도메인명","소비자보호평가","이용자만족평가","피해발생평가","전체평가"
"2009","1413","종합쇼핑몰","MBCt숍","www.mbctshop.com","43.0","29.0","10.0","82.0"
"2009","1482","가전","아이나비","mall.inavi.com","45.0","27.0","10.0","82.0"
"2009","1411","종합쇼핑몰","천이백엠","www.1200m.com","45.0","27.0","10.0","82.0"
"2009","1410","종합쇼핑몰","홈플러스","www.homeplus.co.kr","45.0","27.0","10.0","82.0"
"2009","1459","컴퓨터","아이클럽","www.iclub.co.kr","44.0","27.0","10.0","81.0"
"2009","1460","컴퓨터","피시포올","www.pc4all.co.kr","45.0","26.0","10.0","81.0"
"2009","1426","종합쇼핑몰","KB포인트리스토어","www.kbpointreestore.com","44.0","27.0","10.0","81.0"
"2009","1483","가전","코원 아이오디오","shop.cowon.com","42.0","29.0","10.0","81.0"
"2009","1446","오픈마켓","인터파크","www.interpark.com","46.0","26.0","9.0","81.0"
"2009","1485","가전","SonyStyle 코리아","www.sonystyle.co.kr","45.0","26.0","10.0","81.0"
"2009","1448","오픈마켓","옥션","www.auction.co.kr","45.0","26.0","10.0","81.0"
"2009","1474","의류","오가게","www.ogage.co.kr","44.0","27.0","10.0","81.0"
"2009","1425","종합쇼핑몰","H몰","www.hmall.com","44.0","27.0","10.0","81.0"
"2009","1461","컴퓨터","넥스피씨","www.nexpc.co.kr","46.0","24.0","10.0","80.0"
"2009","1447","오픈마켓","11번가","www.11st.co.kr","45.0","28.0","7.0","80.0"
"2009","1409","종합쇼핑몰","우트","www.woot.kr","44.0","26.0","10.0","80.0"
"2009","1475","의류","아이스타일24","www.istyle24.com","44.0","26.0","10.0","80.0"
"2009","1476","의류","다홍","www.dahong.co.kr","43.0","27.0","10.0","80.0"
"2009","1431","종합쇼핑몰","이천일아울렛","www.2001outlet.com","44.0","26.0","10.0","80.0"
"2009","1429","종합쇼핑몰","모아샵","www.moreshop.net","44.0","26.0","10.0","80.0"
"2009","1428","종합쇼핑몰","텐바이텐","www.10x10.co.kr","43.0","27.0","10.0","80.0"
"2009","1427","종합쇼핑몰","예스쇼핑","www.yesshopping.co.kr","43.0","27.0","10.0","80.0"
"2009","1486","가전","이디지털존","www.edigitalzone.co.kr","43.0","27.0","10.0","80.0"
"2009","1499","도서","도서11번가(구 모닝365)","book.11st.co.kr","44.0","26.0","10.0","80.0"
"2009","1450","해외구매대행","글로비아","www.glovia.co.kr","42.0","28.0","10.0","80.0"
"2009","1484","가전","한경희 생활과학","www.ihaan.com","41.0","29.0","10.0","80.0"
"2009","1451","해외구매대행","라흐두뜨","www.laredoute.co.kr","44.0","26.0","10.0","80.0"
"2009","1435","종합쇼핑몰","샵피온","www.shopion.co.kr","44.0","25.0","10.0","79.0"
"2009","1437","종합쇼핑몰","메가투데이","www.megatoday.co.kr","43.0","26.0","10.0","79.0"
"2009","1432","종합쇼핑몰","스토리샵","www.storyshop.kr","44.0","25.0","10.0","79.0"
"2009","1433","종합쇼핑몰","이마트 인터넷쇼핑몰","www.emart.co.kr","41.0","28.0","10.0","79.0"
"2009","1453","해외구매대행","위즈위드","www.wizwid.com","45.0","25.0","9.0","79.0"
"2009","1434","종합쇼핑몰","디앤샵","www.dnshop.com","46.0","26.0","7.0","79.0"
"2009","1452","해외구매대행","엔조이 뉴욕","www.njoyny.com","45.0","26.0","8.0","79.0"
"2009","1430","종합쇼핑몰","SK 엔크린","en-mall.enclean.com","42.0","27.0","10.0","79.0"
"2009","1438","종합쇼핑몰","비씨쇼핑","shopping.bccard.com","40.0","28.0","10.0","78.0"
"2009","1487","가전","AV프라임","www.avprime.co.kr","41.0","27.0","10.0","78.0"
"2009","1436","종합쇼핑몰","펀샵","www.funshop.co.kr","39.0","29.0","10.0","78.0"
"2009","1477","의류","바가지머리","www.bagazimuri.com","41.0","27.0","10.0","78.0"
"2009","1463","컴퓨터","이지가이드","www.ezguide.co.kr","40.0","27.0","10.0","77.0"
"2009","1439","종합쇼핑몰","GSe리테일","www.gseretail.com","38.0","29.0","10.0","77.0"
"2009","1488","가전","투유마트","www.2umart.com","40.0","27.0","10.0","77.0"
"2009","1440","종합쇼핑몰","알파몰","www.alpha.co.kr","41.0","26.0","10.0","77.0"
"2009","1462","컴퓨터","용산와닷컴","yongsanwa.com","39.0","28.0","10.0","77.0"
"2009","1454","해외구매대행","폴로믹스","www.polomix.co.kr","41.0","26.0","10.0","77.0"
"2009","1494","화장품","플러스1000","www.plus1000.co.kr","40.0","26.0","10.0","76.0"
"2009","1478","의류","제이드","www.e-jade.co.kr","40.0","25.0","10.0","75.0"
"2009","1441","종합쇼핑몰","투데이쇼핑몰","www.2-day.co.kr","39.0","26.0","10.0","75.0"
"2009","1442","종합쇼핑몰","센스토리","www.senstory.com","39.0","26.0","10.0","75.0"
"2009","1444","종합쇼핑몰","원바이원","www.onebuy1.co.kr","37.0","27.0","10.0","74.0"
"2009","1443","종합쇼핑몰","아싸데이","www.assaday.co.kr","38.0","26.0","10.0","74.0"
"2009","1479","의류","리본타이","www.ribbontie.co.kr","37.0","26.0","10.0","73.0"
"2009","1464","컴퓨터","팝콘피씨","www.popcornpc.co.kr","37.0","26.0","10.0","73.0"
"2009","1489","가전","주방프렌드","www.jbfriend.com","40.0","20.0","10.0","70.0"
"2009","1449","오픈마켓","티비마켓","www.tvmarket.co.kr","25.0","26.0","10.0","61.0"
"2008","1359","컴퓨터","아이티컴퓨터","itcomputer.com","46.0","29.0","10.0","85.0"
"2008","1390","화장품","플러스1000","www.plus1000.co.kr","46.0","29.0","10.0","85.0"
"2008","1301","종합쇼핑몰","후불닷컴","www.whobull.com","47.0","28.0","10.0","85.0"
"2008","1300","종합쇼핑몰","롯데닷컴","www.lotte.com","46.0","29.0","10.0","85.0"
"2008","1389","화장품","스킨베베","skinbebe.com","46.0","29.0","10.0","85.0"
"2008","1361","컴퓨터","조이젠","www.joyzen.co.kr","45.0","27.0","10.0","84.0"
"2008","1394","도서","교보문고","www.kyobobook.co.kr","45.0","29.0","10.0","84.0"
"2008","1302","종합쇼핑몰","GS이숍","www.gseshop.co.kr","46.0","29.0","9.0","84.0"
"2008","1303","종합쇼핑몰","생활쇼핑몰파인마켓","finemarket.co.kr","47.0","27.0","10.0","84.0"
"2008","1304","종합쇼핑몰","CJ몰/CJ홈쇼핑","www.cjmall.com","46.0","28.0","10.0","84.0"
"2008","1370","의류","오가게","www.ogage.co.kr","46.0","28.0","10.0","84.0"
"2008","1369","의류","하프클럽","www.halfclub.com","46.0","28.0","10.0","84.0"
"2008","1360","컴퓨터","피시포올","www.pc4all.co.kr","47.0","27.0","10.0","84.0"
"2008","1395","도서","예스24","www.yes24.com","45.0","30.0","9.0","84.0"
"2008","1396","도서","영풍문고","www.ypbooks.co.kr","43.0","30.0","10.0","83.0"
"2008","1380","가전","하이마트","www.e-himart.co.kr","45.0","28.0","10.0","83.0"
"2008","1379","가전","알파인공기청정기","alpineairtech.co.kr","47.0","26.0","10.0","83.0"
"2008","1399","종합쇼핑몰","우체국쇼핑","www.epost.go.kr","47.0","26.0","10.0","83.0"
"2008","1305","종합쇼핑몰","이마트인터넷쇼핑몰","www.emart.co.kr","45.0","28.0","10.0","83.0"
"2008","1306","종합쇼핑몰","세일시티","salecity.co.kr","47.0","26.0","10.0","83.0"
"2008","1397","도서","알라딘","www.aladdin.co.kr","44.0","29.0","10.0","83.0"
"2008","1310","종합쇼핑몰","코스트몰","costmall.co.kr","46.0","26.0","10.0","82.0"
"2008","1398","도서","모닝365","www.morning365.com","43.0","29.0","10.0","82.0"
"2008","1347","오픈마켓","다음온켓","www.onket.com","45.0","27.0","10.0","82.0"
"2008","1307","종합쇼핑몰","삼성카드몰","www.samsungcardmall.com","44.0","28.0","10.0","82.0"
"2008","1308","종합쇼핑몰","신세계몰/신세계","mall.shinsegae.com","45.0","28.0","9.0","82.0"
"2008","1309","종합쇼핑몰","롯데아이몰","www.lotteimall.com","45.0","28.0","9.0","82.0"
"2008","1316","종합쇼핑몰","디엔샵","www.dnshop.com","46.0","26.0","9.0","81.0"
"2008","1314","종합쇼핑몰","인터파크","www.interpark.com","44.0","27.0","10.0","81.0"
"2008","1315","종합쇼핑몰","Hmall","www.hmall.com","44.0","27.0","10.0","81.0"
"2008","1313","종합쇼핑몰","힐링몰","www.hspmall.co.kr","47.0","24.0","10.0","81.0"
"2008","1348","오픈마켓","G마켓","www.gmarket.co.kr","46.0","25.0","10.0","81.0"
"2008","1362","컴퓨터","아이코다","www.icoda.co.kr","43.0","28.0","10.0","81.0"
"2008","1371","의류","아이스타일24","istyle24.com","44.0","27.0","10.0","81.0"
"2008","1312","종합쇼핑몰","바이라이브","www.buylive.co.kr","45.0","26.0","10.0","81.0"
"2008","1317","종합쇼핑몰","여인닷컴","www.yeoin.com","45.0","27.0","9.0","81.0"
"2008","1382","가전","전자랜드","www.etland.co.kr","45.0","26.0","10.0","81.0"
"2008","1381","가전","SonyStyle코리아","www.sonystyle.co.kr","44.0","27.0","10.0","81.0"
"2008","1319","종합쇼핑몰","바이인벤션","www.buyinvention.com","45.0","25.0","10.0","80.0"
"2008","1318","종합쇼핑몰","dtod.com","www.dtod.com","45.0","25.0","10.0","80.0"
"2008","1373","의류","패션플러스","www.fashionplus.co.kr","43.0","28.0","9.0","80.0"
"2008","1372","의류","OTTO쇼핑","www.otto.kr","44.0","26.0","10.0","80.0"
"2008","1311","종합쇼핑몰","농수산eshop","www.nseshop.com","45.0","28.0","7.0","80.0"
"2008","1321","종합쇼핑몰","KB포인트리스토어","www.kbpointreestore.com","44.0","26.0","10.0","80.0"
"2008","1363","컴퓨터","아싸컴","www.assacom.com","44.0","26.0","10.0","80.0"
"2008","1320","종합쇼핑몰","쇼핑하는날","www.shopday.co.kr","41.0","29.0","10.0","80.0"
"2008","1392","화장품","스킨알엑스","www.skinrx.co.kr","45.0","26.0","9.0","80.0"
"2008","1384","가전","동양매직 매직몰","mall.magic.co.kr","43.0","27.0","10.0","80.0"
"2008","1383","가전","AV에누리","www.avenuri.com","44.0","26.0","10.0","80.0"
"2008","1391","화장품","스킨79","www.skin79.com","45.0","25.0","10.0","80.0"
"2008","1354","해외구매대행","위즈위드","www.wizwid.com","45.0","25.0","10.0","80.0"
"2008","1350","오픈마켓","휘 명품마켓","www.whii.co.kr","43.0","26.0","10.0","79.0"
"2008","1385","가전","비비몰","www.bbmall.co.kr","42.0","27.0","10.0","79.0"
"2008","1325","종합쇼핑몰","스토리샵","www.storyshop.kr","44.0","25.0","10.0","79.0"
"2008","1326","종합쇼핑몰","바이하니","buyhani.com(www.1market.co.kr)","44.0","25.0","10.0","79.0"
"2008","1374","의류","선덕여왕","www.sdking.com","40.0","29.0","10.0","79.0"
"2008","1327","종합쇼핑몰","예스쇼핑/외환카드","www.yesshopping.co.kr","44.0","25.0","10.0","79.0"
"2008","1364","컴퓨터","용산닷컴","yongsan.com","42.0","27.0","10.0","79.0"
"2008","1328","종합쇼핑몰","아이큐샵","www.iqshop.co.kr","45.0","24.0","10.0","79.0"
"2008","1349","오픈마켓","11번가","www.11st.co.kr","45.0","26.0","8.0","79.0"
"2008","1324","종합쇼핑몰","Cfmall.com","www.cfmall.com","42.0","27.0","10.0","79.0"
"2008","1329","종합쇼핑몰","샵피온","www.shopion.co.kr","43.0","26.0","10.0","79.0"
"2008","1330","종합쇼핑몰","컬쳐랜드","www.cultureland.co.kr","42.0","27.0","10.0","79.0"
"2008","1322","종합쇼핑몰","KTmall","www.ktmall.com","46.0","24.0","9.0","79.0"
"2008","1323","종합쇼핑몰","신한카드쇼핑","shopping.shinhancard.com","42.0","27.0","10.0","79.0"
"2008","1331","종합쇼핑몰","원어데이","www.oneaday.co.kr","40.0","28.0","10.0","78.0"
"2008","1365","컴퓨터","애플스토어","http://store.apple.com/kr","41.0","27.0","10.0","78.0"
"2008","1332","종합쇼핑몰","이플레이스","www.e-place.co.kr","42.0","26.0","10.0","78.0"
"2008","1375","의류","쉬즈굿닷컴","www.shezgood.com","40.0","27.0","10.0","77.0"
"2008","1393","화장품","체리야","www.cherrya.com","40.0","27.0","10.0","77.0"
"2008","1376","의류","에바주니","www.evajunie.com","40.0","27.0","10.0","77.0"
"2008","1366","컴퓨터","컴퓨존","www.compuzone.co.kr","39.0","28.0","10.0","77.0"
"2008","1355","해외구매대행","엔조이뉴욕","www.njoyny.com","43.0","24.0","10.0","77.0"
"2008","1334","종합쇼핑몰","BC쇼핑","shopping.bccard.com","38.0","29.0","10.0","77.0"
"2008","1333","종합쇼핑몰","주연홈쇼핑","www.jooyonshop.com","40.0","27.0","10.0","77.0"
"2008","1356","해외구매대행","라흐두뜨","www.laredoute.co.kr","39.0","27.0","10.0","76.0"
"2008","1336","종합쇼핑몰","바이이즈","buyis.co.kr","40.0","26.0","10.0","76.0"
"2008","1377","의류","핑키걸","www.pinkygirl.co.kr","39.0","27.0","10.0","76.0"
"2008","1335","종합쇼핑몰","오일피알","www.oilpr.com","42.0","24.0","10.0","76.0"
"2008","1351","오픈마켓","Gse스토어","www.gsestore.co.kr","41.0","26.0","8.0","75.0"
"2008","1337","종합쇼핑몰","온오프마켓","www.onoffmarket.com","39.0","26.0","10.0","75.0"
"2008","1357","해외구매대행","예스뉴욕","www.yesny.co.kr","37.0","28.0","10.0","75.0"
"2008","1386","가전","주방프렌드","www.jbfriend.com","40.0","25.0","10.0","75.0"
"2008","1352","오픈마켓","옥션","www.auction.co.kr","41.0","24.0","9.0","74.0"
"2008","1339","종합쇼핑몰","75몰","75mall.com","39.0","25.0","10.0","74.0"
"2008","1338","종합쇼핑몰","제로마켓","www.zeromarket.com","38.0","27.0","9.0","74.0"
"2008","1367","컴퓨터","아이클럽","www.iclub.co.kr","37.0","28.0","9.0","74.0"
"2008","1378","의류","패션스토리","www.fashionstory.co.kr","40.0","25.0","9.0","74.0"
"2008","1343","종합쇼핑몰","리빙21","living21.co.kr(www.sbuy.co.kr)","38.0","25.0","10.0","73.0"
"2008","1340","종합쇼핑몰","아이해피쇼핑몰","www.i-happy.co.kr","39.0","24.0","10.0","73.0"
"2008","1341","종합쇼핑몰","투유마트","www.2umart.com","38.0","25.0","10.0","73.0"
"2008","1342","종합쇼핑몰","월드마켓","www.w-market.co.kr","36.0","27.0","10.0","73.0"
"2008","1344","종합쇼핑몰","프라이스디앤","www.pricedn.com","37.0","24.0","10.0","71.0"
"2008","1358","해외구매대행","지오패스","www.geopass.com","35.0","25.0","10.0","70.0"
"2008","1387","가전","오디오하우스","audiohouse.co.kr","37.0","23.0","10.0","70.0"
"2008","1345","종합쇼핑몰","조잉몰","joying.co.kr","31.0","27.0","10.0","68.0"
"2008","1346","종합쇼핑몰","부자마켓","www.vuza.com","32.0","26.0","9.0","68.0"
"2008","1368","컴퓨터","고용산인터넷쇼핑몰","www.goyongsan.com","28.0","25.0","10.0","63.0"
"2008","1353","오픈마켓","미니섬","www.minisum.co.kr","29.0","20.0","9.0","58.0"
"2008","1388","가전","피엠피","www.pmp.co.kr","0.0","27.0","10.0","37.0"
"2007","1261","컴퓨터","피시포올","www.pc4all.co.kr","47.0","28.0","10.0","85.0"
"2007","1200","종합쇼핑몰","우체국쇼핑","www.epost.go.kr","47.0","28.0","10.0","85.0"
"2007","1291","화장품","스킨알엑스","www.skinrx.co.kr","45.0","30.0","10.0","85.0"
"2007","1203","종합쇼핑몰","신세계몰","http://mall.shinsegae.com","45.0","29.0","10.0","84.0"
"2007","1202","종합쇼핑몰","삼성카드몰","www.samsungcardmall.co.kr","44.0","30.0","10.0","84.0"
"2007","1262","컴퓨터","아이코다","www.icoda.co.kr","46.0","28.0","10.0","84.0"
"2007","1201","종합쇼핑몰","여인닷컴","www.yeoin.com","48.0","26.0","10.0","84.0"
"2007","1297","도서","교보문고","www.kyobobook.co.kr","45.0","29.0","10.0","84.0"
"2007","1298","도서","알라딘","www.aladdin.co.kr","46.0","28.0","10.0","84.0"
"2007","1296","도서","예스24","www.yes24.com","45.0","29.0","10.0","84.0"
"2007","1204","종합쇼핑몰","CJ몰","www.cjmall.com","46.0","29.0","9.0","84.0"
"2007","1251","오픈마켓","옥션","www.auction.co.kr","46.0","27.0","10.0","83.0"
"2007","1250","오픈마켓","Gse스토어","www.gsestore.co.kr","45.0","28.0","10.0","83.0"
"2007","1205","종합쇼핑몰","롯데홈쇼핑","www.lotteimall.com","45.0","28.0","10.0","83.0"
"2007","1206","종합쇼핑몰","GS이숍","www.gseshop.co.kr","46.0","28.0","9.0","83.0"
"2007","1207","종합쇼핑몰","이마트 인터넷쇼핑","www.emart.co.kr","45.0","28.0","10.0","83.0"
"2007","1208","종합쇼핑몰","롯데닷컴","www.lotte.com","46.0","27.0","10.0","83.0"
"2007","1209","종합쇼핑몰","쇼핑하는날","shopday.co.kr","46.0","27.0","10.0","83.0"
"2007","1282","가전","전자랜드","www.etland.co.kr","45.0","28.0","10.0","83.0"
"2007","1281","가전","동양매직쇼핑몰","www.magicmall.co.kr","45.0","28.0","10.0","83.0"
"2007","1210","종합쇼핑몰","KTmall","www.ktmall.com, www.ktcashmall.com","46.0","27.0","10.0","83.0"
"2007","1211","종합쇼핑몰","두타닷컴","www.doota-mall.com","46.0","27.0","10.0","83.0"
"2007","1252","오픈마켓","G마켓","www.gmarket.co.kr","46.0","27.0","10.0","83.0"
"2007","1215","종합쇼핑몰","세일시티","www.salecity.co.kr","47.0","25.0","10.0","82.0"
"2007","1299","도서","영풍문고","www.ypbooks.co.kr","44.0","28.0","10.0","82.0"
"2007","1292","화장품","체리야","www.cherrya.com","44.0","28.0","10.0","82.0"
"2007","1283","가전","비비몰","www.bbmall.co.kr","46.0","26.0","10.0","82.0"
"2007","1271","의류","두산OTTO","www.otto.co.kr","44.0","28.0","10.0","82.0"
"2007","1265","컴퓨터","컴오즈","www.comoz.com","45.0","27.0","10.0","82.0"
"2007","1264","컴퓨터","조이젠","www.joyzen.co.kr","45.0","27.0","10.0","82.0"
"2007","1263","컴퓨터","팝스포유","www.pops4u.co.kr","45.0","27.0","10.0","82.0"
"2007","1256","해외구매대행","라흐두뜨","www.laredoute.co.kr","46.0","26.0","10.0","82.0"
"2007","1253","오픈마켓","엠플","www.mple.com","46.0","26.0","10.0","82.0"
"2007","1217","종합쇼핑몰","힐링몰","http://www.healingmall.net/","47.0","25.0","10.0","82.0"
"2007","1216","종합쇼핑몰","신한카드쇼핑","www.lgcard.com, lgmyshop.lgcard.com","45.0","27.0","10.0","82.0"
"2007","1214","종합쇼핑몰","우리숍","www.woorishop.com","44.0","28.0","10.0","82.0"
"2007","1213","종합쇼핑몰","디앤샵","www.dnshop.com","45.0","28.0","9.0","82.0"
"2007","1212","종합쇼핑몰","Hmall","www.hmall.com","44.0","28.0","10.0","82.0"
"2007","1272","의류","하프클럽","www.halfclub.com","44.0","27.0","10.0","81.0"
"2007","1284","가전","소니코리아","www.sonystyle.co.kr","44.0","27.0","10.0","81.0"
"2007","1293","화장품","스킨베베","www.skinbebe.com","44.0","27.0","10.0","81.0"
"2007","1218","종합쇼핑몰","농수산eshop","www.nsseshop.com","45.0","26.0","10.0","81.0"
"2007","1219","종합쇼핑몰","블루샵","www.e-blueshop.com","45.0","26.0","10.0","81.0"
"2007","1220","종합쇼핑몰","씨에프몰","www.cfmall.com","45.0","26.0","10.0","81.0"
"2007","1221","종합쇼핑몰","펀앤샵","www.funnshop.co.kr","45.0","26.0","10.0","81.0"
"2007","1257","해외구매대행","위즈위드","www.wizwid.com","45.0","26.0","10.0","81.0"
"2007","1266","컴퓨터","컴퓨존","www.compuzone.co.kr","43.0","28.0","10.0","81.0"
"2007","1267","컴퓨터","아싸컴","www.assacom.com","44.0","27.0","10.0","81.0"
"2007","1285","가전","하이마트","e-himart.co.kr","44.0","27.0","10.0","81.0"
"2007","1224","종합쇼핑몰","블루마트","www.bluemart.co.kr","44.0","26.0","10.0","80.0"
"2007","1286","가전","AV에누리","avenuri.com","43.0","27.0","10.0","80.0"
"2007","1258","해외구매대행","엔조이뉴욕","http://njoyny.ktmall.com","45.0","25.0","10.0","80.0"
"2007","1287","가전","피엠피","www.pmp.co.kr","44.0","26.0","10.0","80.0"
"2007","1254","오픈마켓","다음온켓","www.onket.com","45.0","26.0","9.0","80.0"
"2007","1268","컴퓨터","고용산","www.goyongsan.com","44.0","26.0","10.0","80.0"
"2007","1294","화장품","플러스1000","www.plus1000.co.kr","43.0","27.0","10.0","80.0"
"2007","1222","종합쇼핑몰","바이인벤션","www.buyinvention.com","45.0","25.0","10.0","80.0"
"2007","1223","종합쇼핑몰","KB카드몰","www.kbcardmall.net","44.0","26.0","10.0","80.0"
"2007","1225","종합쇼핑몰","온니포유","www.5246.co.kr","44.0","26.0","10.0","80.0"
"2007","1274","의류","아이스타일24","www.istyle24.com","44.0","25.0","10.0","79.0"
"2007","1227","종합쇼핑몰","예스쇼핑(외환)","www.yesshopping.co.kr","44.0","25.0","10.0","79.0"
"2007","1226","종합쇼핑몰","샵피온","www.shopion.co.kr","44.0","25.0","10.0","79.0"
"2007","1295","화장품","SKIN79","www.skin79.com","43.0","26.0","10.0","79.0"
"2007","1273","의류","오가게","www.ogage.co.kr","44.0","25.0","10.0","79.0"
"2007","1229","종합쇼핑몰","바이라이브","www.buylive.co.kr","42.0","26.0","10.0","78.0"
"2007","1228","종합쇼핑몰","한국비즈제이","www.kbj.co.kr","44.0","24.0","10.0","78.0"
"2007","1288","가전","청풍","www.mall.chungpung.com","42.0","26.0","10.0","78.0"
"2007","1259","해외구매대행","지오패스","www.geopass.com","44.0","24.0","10.0","78.0"
"2007","1231","종합쇼핑몰","비키","www.vicky.co.kr","44.0","24.0","10.0","78.0"
"2007","1230","종합쇼핑몰","아이해피","www.i-happy.co.kr","44.0","24.0","10.0","78.0"
"2007","1235","종합쇼핑몰","제로마켓","www.zeromarket.com","41.0","26.0","10.0","77.0"
"2007","1234","종합쇼핑몰","주연홈쇼핑","www.jooyonshop.com","40.0","27.0","10.0","77.0"
"2007","1233","종합쇼핑몰","리빙21","www.living21.co.kr","43.0","24.0","10.0","77.0"
"2007","1232","종합쇼핑몰","이플레이스","www.e-place.co.kr","42.0","25.0","10.0","77.0"
"2007","1289","가전","알파인공기청정기","www.alpineairtech.co.kr","43.0","24.0","10.0","77.0"
"2007","1276","의류","윰","www.yoom.co.kr","41.0","26.0","10.0","77.0"
"2007","1239","종합쇼핑몰","코스트몰","www.costmall.co.kr","41.0","25.0","10.0","76.0"
"2007","1237","종합쇼핑몰","프라이스디앤","www.pricedn.co.kr","42.0","24.0","10.0","76.0"
"2007","1238","종합쇼핑몰","세일투데이","www.saletoday.co.kr","40.0","26.0","10.0","76.0"
"2007","1290","가전","주방프렌드","jbfriend.com","42.0","24.0","10.0","76.0"
"2007","1236","종합쇼핑몰","오일피알닷컴","www.oilpr.com","42.0","24.0","10.0","76.0"
"2007","1277","의류","바가지머리","www.bagazimuri.com","41.0","25.0","10.0","76.0"
"2007","1278","의류","펀펀걸","www.funfungirl.biz","40.0","25.0","10.0","75.0"
"2007","1242","종합쇼핑몰","BC쇼핑","www.bccard.com ,shopping.bccard.com","37.0","27.0","10.0","74.0"
"2007","1243","종합쇼핑몰","원어데이","oneaday.co.kr","38.0","26.0","10.0","74.0"
"2007","1240","종합쇼핑몰","투유마트","www.2umart.com","38.0","26.0","10.0","74.0"
"2007","1241","종합쇼핑몰","75몰","www.75mall.com","39.0","25.0","10.0","74.0"
"2007","1255","오픈마켓","싸이월드마켓","http://market.cyworld.com","38.0","25.0","10.0","73.0"
"2007","1280","의류","에바주니","www.evajunie.com","35.0","28.0","10.0","73.0"
"2007","1270","컴퓨터","팝콘피씨","www.popcornpc.co.kr","37.0","26.0","10.0","73.0"
"2007","1269","컴퓨터","아이클럽","www.iclub.co.kr","37.0","26.0","10.0","73.0"
"2007","1244","종합쇼핑몰","아사달쇼핑","http://shop.asadal.com/","37.0","25.0","10.0","72.0"
"2007","1245","종합쇼핑몰","스코어마트","www.scoremart.com","38.0","24.0","10.0","72.0"
"2007","1260","해외구매대행","예스뉴욕","www.yesny.co.kr","36.0","25.0","10.0","71.0"
"2007","1246","종합쇼핑몰","컬쳐랜드","http://cultureland.co.kr/","33.0","28.0","10.0","71.0"
"2007","1247","종합쇼핑몰","부자마켓","vuza.com","36.0","23.0","10.0","69.0"
"2007","1248","종합쇼핑몰","유진시스템","www.eused.co.kr","33.0","25.0","10.0","68.0"
"2007","1249","종합쇼핑몰","셀투바이닷컴","sell2buy.com","32.0","26.0","10.0","68.0"
"2007","1275","의류","윙스몰","www.wingsmall.co.kr","31.0","26.0","10.0","67.0"
"2007","1279","의류","핑크마티니","www.pinkmartini.tv","34.0","21.0","10.0","65.0"
