"평가년도","연번","쇼핑몰 구분","쇼핑몰 명","도메인명","소비자보호평가","이용자만족평가","피해발생평가","전체평가"
"2012","1747","의류","도드리","www.dodry.net","45.0","27.0","10.0","82.0"
"2012","1717","종합쇼핑몰","롯데i몰","www.lotteimall.com","47.0","27.0","8.0","82.0"
"2012","1718","종합쇼핑몰","롯데마트몰","www.lottemart.com","46.0","26.0","10.0","82.0"
"2012","1789","소셜커머스","티몬","www.ticketmonster.co.kr","47.0","25.0","10.0","82.0"
"2012","1749","의류","소녀감성","www.snfeel.co.kr","45.0","27.0","10.0","82.0"
"2012","1748","의류","멋남","www.mutnam.com","46.0","26.0","10.0","82.0"
"2012","1728","오픈마켓","옥션","www.auction.co.kr","48.0","24.0","10.0","82.0"
"2012","1732","해외구매대행","엔조이뉴욕","www.njoyny.com","48.0","27.0","7.0","82.0"
"2012","1790","소셜커머스","쿠즐","coozle.co.kr","47.0","25.0","10.0","82.0"
"2012","1784","식품","이지베이킹","www.ezbaking.com","46.0","26.0","10.0","82.0"
"2012","1783","식품","푸드마트","www.foodmart.co.kr","45.0","27.0","10.0","82.0"
"2012","1719","종합쇼핑몰","신세계몰","mall.shinsegae.com","47.0","26.0","8.0","81.0"
"2012","1797","티켓","맥스무비","www.maxmovie.com","44.0","27.0","10.0","81.0"
"2012","1785","식품","종가푸드샵/대상","www.chonggafood.com","42.0","29.0","10.0","81.0"
"2012","1754","의류","오가게","www.ogage.co.kr","47.0","25.0","9.0","81.0"
"2012","1753","의류","쏭바이쏭","www.ssongbyssong.com","45.0","26.0","10.0","81.0"
"2012","1752","의류","미아마스빈","www.miamasvin.co.kr","45.0","26.0","10.0","81.0"
"2012","1751","의류","다홍","www.dahong.co.kr","46.0","25.0","10.0","81.0"
"2012","1741","컴퓨터","아이코다","www.icoda.co.kr","46.0","25.0","10.0","81.0"
"2012","1740","컴퓨터","조이젠","www.joyzen.co.kr","45.0","26.0","10.0","81.0"
"2012","1733","해외구매대행","마이아마존","www.myamazon.co.kr","45.0","26.0","10.0","81.0"
"2012","1730","오픈마켓","네이버 샵N","shopping.naver.com","44.0","26.0","10.0","80.0"
"2012","1721","종합쇼핑몰","AK몰","www.akmall.com","43.0","27.0","10.0","80.0"
"2012","1720","종합쇼핑몰","홈앤쇼핑","www.hnsmall.com","43.0","27.0","10.0","80.0"
"2012","1729","오픈마켓","G마켓","www.gmarket.co.kr","48.0","24.0","8.0","80.0"
"2012","1758","의류","콩스타일","www.kongstyle.co.kr","45.0","25.0","10.0","80.0"
"2012","1755","의류","패션플러스","www.fashionplus.co.kr","49.0","24.0","7.0","80.0"
"2012","1756","의류","립합","www.liphop.co.kr","45.0","25.0","10.0","80.0"
"2012","1757","의류","쥬엔","www.jooen.com","45.0","25.0","10.0","80.0"
"2012","1731","오픈마켓","11번가","www.11st.co.kr","46.0","26.0","8.0","80.0"
"2012","1734","해외구매대행","위즈위드","www.wizwid.com","47.0","25.0","7.0","79.0"
"2012","1723","종합쇼핑몰","이마트몰","www.emart.com","42.0","27.0","10.0","79.0"
"2012","1722","종합쇼핑몰","NH마켓","www.nhmarket.kr","42.0","27.0","10.0","79.0"
"2012","1759","의류","스타일난다","www.stylenanda.com","45.0","24.0","10.0","79.0"
"2012","1760","의류","다크빅토리","www.darkvictory.co.kr","42.0","26.0","10.0","78.0"
"2012","1761","의류","업타운홀릭","www.uptownholic.com","42.0","26.0","10.0","78.0"
"2012","1764","의류","스타일티바","www.styletiba.com","42.0","25.0","10.0","77.0"
"2012","1762","의류","11am","www.11am.co.kr","42.0","27.0","8.0","77.0"
"2012","1763","의류","난닝구","www.naning9.com","43.0","24.0","10.0","77.0"
"2012","1735","해외구매대행","품바이","www.poombuy.com","42.0","24.0","10.0","76.0"
"2012","1765","의류","아우라제이","www.aura-j.kr","41.0","25.0","10.0","76.0"
"2012","1766","의류","톰앤래빗","www.tomnrabbit.co.kr","39.0","25.0","10.0","74.0"
"2012","1770","가전","와싸다닷컴","www.wassada.com","38.0","26.0","10.0","74.0"
"2012","1771","가전","쿠퍼스부쉬","www.kubu.co.kr","34.0","27.0","10.0","71.0"
"2012","1725","종합쇼핑몰","여유쇼핑","shop.eyeoyou.com","34.0","27.0","10.0","71.0"
"2012","1724","종합쇼핑몰","마켓인서울","www.marketinseoul.com","33.0","28.0","10.0","71.0"
"2012","1726","종합쇼핑몰","지인샵","www.jiinshop.com","35.0","25.0","10.0","70.0"
"2012","1798","티켓","무비365","www.movie365.co.kr","20.0","27.0","10.0","57.0"
"2012","1736","해외구매대행","아이하우스(iehouse)","www.iehouse.co.kr","0.0","25.0","10.0","35.0"
"2011","1672","화장품","sonatural","www.sonatural.co.kr","48.0","31.0","10.0","89.0"
"2011","1682","식품","종가푸드샵/대상","www.chonggafood.com","46.0","31.0","10.0","87.0"
"2011","1600","종합쇼핑몰","롯데i몰","www.lotteimall.com","48.0","29.0","10.0","87.0"
"2011","1642","컴퓨터","조이젠","www.joyzen.co.kr","47.0","29.0","10.0","86.0"
"2011","1677","도서","교보문고","www.kyobobook.co.kr","47.0","29.0","10.0","86.0"
"2011","1601","종합쇼핑몰","MBC티숍","www.mbctshop.com","47.0","29.0","10.0","86.0"
"2011","1679","도서","예스24","www.yes24.com","45.0","30.0","10.0","85.0"
"2011","1692","여행","온라인투어","www.onlinetour.co.kr","47.0","28.0","10.0","85.0"
"2011","1673","화장품","아모레퍼시픽","www.amorepacificmall.com","47.0","28.0","10.0","85.0"
"2011","1649","의류","패션플러스","www.fashionplus.co.kr","48.0","27.0","10.0","85.0"
"2011","1647","의류","하프클럽","www.halfclub.com","48.0","27.0","10.0","85.0"
"2011","1632","오픈마켓","옥션","www.auction.co.kr","47.0","28.0","10.0","85.0"
"2011","1678","도서","알라딘","www.aladin.co.kr","46.0","29.0","10.0","85.0"
"2011","1648","의류","멋남","www.mutnam.com","47.0","28.0","10.0","85.0"
"2011","1643","컴퓨터","컴퓨존","www.compuzone.co.kr","47.0","27.0","10.0","84.0"
"2011","1637","해외구매대행","엔조이뉴욕","www.njoyny.com","47.0","27.0","10.0","84.0"
"2011","1693","여행","모두투어","www.modetour.com","48.0","26.0","10.0","84.0"
"2011","1602","종합쇼핑몰","현대Hmall","www.hmall.com","47.0","27.0","10.0","84.0"
"2011","1603","종합쇼핑몰","QOOKTV쇼핑","qook.njoyny.com","48.0","26.0","10.0","84.0"
"2011","1604","종합쇼핑몰","GS SHOP","www.gsshop.com","48.0","28.0","8.0","84.0"
"2011","1605","종합쇼핑몰","CJmall","www.cjmall.com","48.0","29.0","7.0","84.0"
"2011","1683","식품","동원몰","www.dongwonmall.com","45.0","29.0","10.0","84.0"
"2011","1606","종합쇼핑몰","우체국쇼핑","mall.epost.go.kr","47.0","27.0","10.0","84.0"
"2011","1674","화장품","리스킨","www.reskin.co.kr","47.0","27.0","10.0","84.0"
"2011","1607","종합쇼핑몰","디앤샵","www.dnshop.com","48.0","27.0","9.0","84.0"
"2011","1608","종합쇼핑몰","맘스마트","www.momsmart.co.kr","47.0","27.0","10.0","84.0"
"2011","1667","가전","전자랜드","www.etland.co.kr","46.0","28.0","10.0","84.0"
"2011","1609","종합쇼핑몰","갤러리아","www.galleria.co.kr","45.0","29.0","10.0","84.0"
"2011","1655","의류","제이드","www.e-jade.co.kr","47.0","27.0","10.0","84.0"
"2011","1654","의류","오가게","www.ogage.co.kr","48.0","26.0","10.0","84.0"
"2011","1653","의류","아이스타일24","www.istyle24.com","47.0","27.0","10.0","84.0"
"2011","1652","의류","바닐라민트","www.vanillamint.net","46.0","28.0","10.0","84.0"
"2011","1651","의류","바가지머리","www.bagazimuri.com","46.0","28.0","10.0","84.0"
"2011","1650","의류","니쁜스","www.nibbuns.co.kr","47.0","27.0","10.0","84.0"
"2011","1610","종합쇼핑몰","신세계몰","mall.shinsegae.com","47.0","27.0","9.0","83.0"
"2011","1611","종합쇼핑몰","이마트","www.emartmall.com","47.0","28.0","8.0","83.0"
"2011","1612","종합쇼핑몰","롯데닷컴","www.lotte.com","48.0","28.0","7.0","83.0"
"2011","1613","종합쇼핑몰","바겐바겐","www.bargain2.com","46.0","27.0","10.0","83.0"
"2011","1614","종합쇼핑몰","이지이지","www.ezez.co.kr","46.0","27.0","10.0","83.0"
"2011","1685","식품","오마트","www.omart.com","45.0","28.0","10.0","83.0"
"2011","1639","해외구매대행","아이하우스","www.iehouse.co.kr","47.0","26.0","10.0","83.0"
"2011","1686","식품","CJONmart","www.cjonmart.net","45.0","28.0","10.0","83.0"
"2011","1657","의류","리본타이","www.ribbontie.co.kr","46.0","27.0","10.0","83.0"
"2011","1656","의류","큐니걸스","www.qng.co.kr","46.0","27.0","10.0","83.0"
"2011","1638","해외구매대행","글로비아","www.glovia.co.kr","47.0","26.0","10.0","83.0"
"2011","1675","화장품","미샤","shop.beautynet.co.kr","45.0","28.0","10.0","83.0"
"2011","1644","컴퓨터","아이코다","www.icoda.co.kr","45.0","28.0","10.0","83.0"
"2011","1680","도서","반디앤루니스","www.bandinlunis.com","46.0","27.0","10.0","83.0"
"2011","1684","식품","허닭","www.heodak.com","46.0","27.0","10.0","83.0"
"2011","1694","여행","웹투어","www.webtour.com","44.0","29.0","10.0","83.0"
"2011","1695","여행","하나투어","www.hanatour.com","47.0","26.0","10.0","83.0"
"2011","1669","가전","하이마트","www.e-himart.co.kr","47.0","26.0","10.0","83.0"
"2011","1668","가전","한경희생활과학","www.ihaan.com","47.0","26.0","10.0","83.0"
"2011","1697","티켓","티켓링크","www.ticketlink.co.kr","45.0","28.0","10.0","83.0"
"2011","1633","오픈마켓","G마켓","www.gmarket.co.kr","48.0","25.0","10.0","83.0"
"2011","1670","가전","SonyStyle코리아","www.sonystyle.co.kr","45.0","27.0","10.0","82.0"
"2011","1687","소셜커머스","티켓몬스터","www.ticketmonster.co.kr","48.0","25.0","9.0","82.0"
"2011","1676","화장품","닥터자르트","www.drjart.com","41.0","31.0","10.0","82.0"
"2011","1659","의류","아우라제이","www.aura-j.kr","45.0","27.0","10.0","82.0"
"2011","1658","의류","체리코코","www.cherrykoko.com","45.0","27.0","10.0","82.0"
"2011","1645","컴퓨터","아이클럽","www.iclub.co.kr","45.0","27.0","10.0","82.0"
"2011","1641","해외구매대행","위즈위드","www.wizwid.com","47.0","26.0","9.0","82.0"
"2011","1640","해외구매대행","비드바이코리아","www.bidbuy.co.kr","45.0","27.0","10.0","82.0"
"2011","1635","오픈마켓","인터파크","www.interpark.com","48.0","26.0","8.0","82.0"
"2011","1634","오픈마켓","11번가","www.11st.co.kr","47.0","25.0","10.0","82.0"
"2011","1617","종합쇼핑몰","브이샵","www.v-shop.co.kr","46.0","26.0","10.0","82.0"
"2011","1616","종합쇼핑몰","여인닷컴","www.yeoin.com","46.0","26.0","10.0","82.0"
"2011","1615","종합쇼핑몰","이데이몰","www.edaymall.com","47.0","25.0","10.0","82.0"
"2011","1618","종합쇼핑몰","주연홈쇼핑","www.jooyonshop.com","44.0","27.0","10.0","81.0"
"2011","1671","가전","동양매직매직몰","www.magicmall.co.kr","43.0","28.0","10.0","81.0"
"2011","1646","컴퓨터","아싸컴","www.assacom.com","43.0","28.0","10.0","81.0"
"2011","1660","의류","아이엠유리","www.iamyuri.com","46.0","25.0","10.0","81.0"
"2011","1661","의류","에바주니","www.evajunie.com","45.0","25.0","10.0","80.0"
"2011","1699","티켓","사랑티켓","www.sati.or.kr","43.0","27.0","10.0","80.0"
"2011","1698","티켓","맥스무비","www.maxmovie.com","43.0","27.0","10.0","80.0"
"2011","1681","도서","리브로","www.libro.co.kr","42.0","27.0","10.0","79.0"
"2011","1688","소셜커머스","위메이크프라이스","www.wemakeprice.com","44.0","25.0","10.0","79.0"
"2011","1619","종합쇼핑몰","하프데이24","www.halfday24.com","42.0","27.0","10.0","79.0"
"2011","1662","의류","아보키","www.aboki.net","44.0","25.0","10.0","79.0"
"2011","1663","의류","아마이","www.amai.co.kr","42.0","28.0","9.0","79.0"
"2011","1620","종합쇼핑몰","유아짱","www.uajjang.com/shop","42.0","26.0","10.0","78.0"
"2011","1623","종합쇼핑몰","플러스쇼핑","www.plushop.net","41.0","27.0","10.0","78.0"
"2011","1621","종합쇼핑몰","딱","www.ddakk.com","43.0","25.0","10.0","78.0"
"2011","1664","의류","소녀나라","www.sonyunara.com","40.0","28.0","10.0","78.0"
"2011","1636","오픈마켓","이룬마켓","www.erunmarket.co.kr","42.0","26.0","10.0","78.0"
"2011","1689","소셜커머스","슈팡","www.soopang.com","44.0","24.0","10.0","78.0"
"2011","1665","의류","다홍","www.dahong.co.kr","42.0","26.0","10.0","78.0"
"2011","1696","여행","참좋은여행","www.verygoodtour.com","40.0","28.0","10.0","78.0"
"2011","1622","종합쇼핑몰","NH마켓","www.nhmarket.kr","42.0","26.0","10.0","78.0"
"2011","1624","종합쇼핑몰","한국보훈복지","www.bohunshop.or.kr","42.0","25.0","10.0","77.0"
"2011","1625","종합쇼핑몰","여유쇼핑","yyshop.kr","40.0","27.0","10.0","77.0"
"2011","1626","종합쇼핑몰","지인샵","www.jiincnt.co.kr","40.0","26.0","10.0","76.0"
"2011","1627","종합쇼핑몰","온오프마켓","www.onoffmarket.com","40.0","26.0","10.0","76.0"
"2011","1690","소셜커머스","쿠팡","coupang.com","44.0","22.0","10.0","76.0"
"2011","1666","의류","금상첨화","www.gumzzi.co.kr","40.0","26.0","9.0","75.0"
"2011","1628","종합쇼핑몰","아이포인트몰","www.ipointmall.com","39.0","26.0","10.0","75.0"
"2011","1629","종합쇼핑몰","오픈베리","www.openvery.com","41.0","24.0","10.0","75.0"
"2011","1691","소셜커머스","그루폰 코리아","www.groupon.kr","42.0","23.0","7.0","72.0"
"2011","1630","종합쇼핑몰","CFmall.com","www.cfmall.com","35.0","27.0","10.0","72.0"
"2011","1631","종합쇼핑몰","멤버누리","www.membernuri.com","33.0","26.0","10.0","69.0"
"2010","1596","도서","교보문고","www.kyobobook.co.kr","47.0","30.0","10.0","87.0"
"2010","1545","오픈마켓","인터파크","www.interpark.com","48.0","30.0","9.0","87.0"
"2010","1500","종합쇼핑몰","씨제이오쇼핑","www.cjmall.com","48.0","29.0","10.0","87.0"
"2010","1595","도서","반디앤루니스","www.bandinlunis.com","47.0","30.0","10.0","87.0"
"2010","1597","도서","알라딘","www.aladin.co.kr","48.0","28.0","10.0","86.0"
"2010","1555","컴퓨터","조이젠","www.joyzen.co.kr","47.0","29.0","10.0","86.0"
"2010","1598","도서","예스24","www.yes24.com","47.0","29.0","10.0","86.0"
"2010","1580","가전","하이마트","www.e-himart.co.kr","47.0","29.0","10.0","86.0"
"2010","1592","화장품","닥터자르트","www.drjart.com","48.0","28.0","10.0","86.0"
"2010","1546","오픈마켓","11번가","www.11st.co.kr","47.0","29.0","10.0","86.0"
"2010","1590","화장품","쏘내추럴","www.sonatural.co.kr","47.0","29.0","10.0","86.0"
"2010","1506","종합쇼핑몰","에이치몰","www.hmall.com","48.0","27.0","10.0","85.0"
"2010","1581","가전","뽀샤시","www.bbosasi.com","47.0","28.0","10.0","85.0"
"2010","1559","컴퓨터","피시포올","www.pc4all.co.kr","47.0","28.0","10.0","85.0"
"2010","1558","컴퓨터","넥스피씨","www.nexpc.co.kr","48.0","27.0","10.0","85.0"
"2010","1557","컴퓨터","아싸컴","www.assacom.com","48.0","27.0","10.0","85.0"
"2010","1556","컴퓨터","컴퓨존","www.compuzone.co.kr","47.0","28.0","10.0","85.0"
"2010","1508","종합쇼핑몰","MBC티숍","www.mbctshop.com/main","47.0","28.0","10.0","85.0"
"2010","1507","종합쇼핑몰","디앤샵","www.dnshop.com","48.0","28.0","9.0","85.0"
"2010","1505","종합쇼핑몰","지에스샵","www.gseshop.co.kr","48.0","28.0","9.0","85.0"
"2010","1504","종합쇼핑몰","맘스마트","www.momsmart.co.kr","47.0","28.0","10.0","85.0"
"2010","1503","종합쇼핑몰","롯데닷컴","www.lotte.com","48.0","29.0","8.0","85.0"
"2010","1502","종합쇼핑몰","더오픈","www.theopen.co.kr","49.0","26.0","10.0","85.0"
"2010","1501","종합쇼핑몰","우체국쇼핑","mall.epost.go.kr","47.0","28.0","10.0","85.0"
"2010","1514","종합쇼핑몰","QOOKTV쇼핑","qook.njoyny.com","48.0","26.0","10.0","84.0"
"2010","1513","종합쇼핑몰","코스코아이","www.coscoi.co.kr","48.0","26.0","10.0","84.0"
"2010","1547","오픈마켓","이룬마켓","www.erunmarket.co.kr","47.0","27.0","10.0","84.0"
"2010","1582","가전","전자 랜드","www.etland.co.kr","46.0","28.0","10.0","84.0"
"2010","1567","의류","하프클럽","www.halfclub.com","48.0","26.0","10.0","84.0"
"2010","1566","의류","아이스타일24","www.istyle24.com","47.0","27.0","10.0","84.0"
"2010","1565","의류","패션플러스","www.fashionplus.co.kr","48.0","27.0","9.0","84.0"
"2010","1509","종합쇼핑몰","브이샵","www.v-shop.co.kr","46.0","28.0","10.0","84.0"
"2010","1510","종합쇼핑몰","딱","www.ddakk.com","48.0","26.0","10.0","84.0"
"2010","1511","종합쇼핑몰","아이러브그린","www.ilovegreen.net","47.0","27.0","10.0","84.0"
"2010","1512","종합쇼핑몰","신세계몰","mall.shinsegae.com","47.0","28.0","9.0","84.0"
"2010","1515","종합쇼핑몰","바론마켓","www.baronmarket.com","46.0","28.0","10.0","84.0"
"2010","1520","종합쇼핑몰","여인닷컴","www.yeoin.com","46.0","27.0","10.0","83.0"
"2010","1550","해외구매대행","글로비아","www.glovia.co.kr","47.0","26.0","10.0","83.0"
"2010","1519","종합쇼핑몰","롯데i몰","www.lotteimall.com","48.0","28.0","7.0","83.0"
"2010","1593","화장품","스킨알엑스","www.skinrx.co.kr","47.0","26.0","10.0","83.0"
"2010","1561","컴퓨터","아이코다","www.icoda.co.kr","46.0","27.0","10.0","83.0"
"2010","1591","화장품","리스킨","www.reskin.co.kr","47.0","26.0","10.0","83.0"
"2010","1560","컴퓨터","아이클럽","www.iclub.co.kr","45.0","28.0","10.0","83.0"
"2010","1521","종합쇼핑몰","바겐바겐","www.bargain2.com","46.0","27.0","10.0","83.0"
"2010","1517","종합쇼핑몰","이티피샵닷컴","www.etpshop.com","45.0","28.0","10.0","83.0"
"2010","1518","종합쇼핑몰","한국보훈복지","www.bohunshop.or.kr","47.0","26.0","10.0","83.0"
"2010","1516","종합쇼핑몰","스토리샵","www.storyshop.kr","46.0","27.0","10.0","83.0"
"2010","1583","가전","필름나라","www.filmnara.co.kr","44.0","29.0","10.0","83.0"
"2010","1523","종합쇼핑몰","W13.5","www.w135.co.kr","47.0","25.0","10.0","82.0"
"2010","1569","의류","오가게","www.ogage.co.kr","48.0","25.0","9.0","82.0"
"2010","1568","의류","다홍","www.dahong.co.kr","45.0","27.0","10.0","82.0"
"2010","1584","가전","소니스타일코리아","www.sonystyle.co.kr","45.0","27.0","10.0","82.0"
"2010","1585","가전","창신카메라","www.cscamera.com","45.0","27.0","10.0","82.0"
"2010","1594","화장품","플러스1000","www.plus1000.co.kr","45.0","27.0","10.0","82.0"
"2010","1522","종합쇼핑몰","오픈베리","www.openvery.com","47.0","25.0","10.0","82.0"
"2010","1549","오픈마켓","옥션","www.auction.co.kr","47.0","24.0","10.0","81.0"
"2010","1551","해외구매대행","위즈위드","www.wizwid.com","47.0","26.0","8.0","81.0"
"2010","1570","의류","큐니걸스","www.qng.co.kr","43.0","28.0","10.0","81.0"
"2010","1571","의류","바가지머리","www.bagazimuri.com","43.0","28.0","10.0","81.0"
"2010","1572","의류","멋남","www.mutnam.com","44.0","27.0","10.0","81.0"
"2010","1524","종합쇼핑몰","하프데이24","www.halfday24.com","47.0","24.0","10.0","81.0"
"2010","1525","종합쇼핑몰","지인샵","www.jiinshop.com","44.0","27.0","10.0","81.0"
"2010","1526","종합쇼핑몰","디원","oneaday.diodeo.com","45.0","26.0","10.0","81.0"
"2010","1548","오픈마켓","G마켓","www.gmarket.co.kr","48.0","24.0","9.0","81.0"
"2010","1528","종합쇼핑몰","온오프마켓","www.onoffmarket.com","45.0","25.0","10.0","80.0"
"2010","1552","해외구매대행","엔조이뉴욕","www.njoyny.com","47.0","26.0","7.0","80.0"
"2010","1553","해외구매대행","비드바이코리아","www.bidbuy.co.kr","44.0","26.0","10.0","80.0"
"2010","1599","도서","리브로","www.libro.co.kr","42.0","28.0","10.0","80.0"
"2010","1527","종합쇼핑몰","주연홈쇼핑","jooyonshop.com","44.0","26.0","10.0","80.0"
"2010","1529","종합쇼핑몰","샵피온","www.shopion.co.kr","44.0","26.0","10.0","80.0"
"2010","1530","종합쇼핑몰","투데이쇼핑몰","www.2-day.co.kr","43.0","27.0","10.0","80.0"
"2010","1573","의류","제이드","www.e-jade.co.kr","43.0","27.0","10.0","80.0"
"2010","1587","가전","AV프라임","www.avprime.co.kr","44.0","25.0","10.0","79.0"
"2010","1531","종합쇼핑몰","NH마켓","www.nhmarket.kr","42.0","27.0","10.0","79.0"
"2010","1586","가전","동양매직 매직몰","www.magicmall.co.kr","43.0","26.0","10.0","79.0"
"2010","1576","의류","띵크어바웃유","www.thinkaboutyou.co.kr","41.0","27.0","10.0","78.0"
"2010","1575","의류","리본타이","www.ribbontie.co.kr","42.0","26.0","10.0","78.0"
"2010","1532","종합쇼핑몰","두더지몰","www.dothegmall.com","42.0","26.0","10.0","78.0"
"2010","1574","의류","더에이미","www.theamy.co.kr","43.0","25.0","10.0","78.0"
"2010","1563","컴퓨터","오마이피씨","www.omypc.co.kr","42.0","26.0","10.0","78.0"
"2010","1562","컴퓨터","팝콘피씨","www.popcornpc.co.kr","39.0","29.0","10.0","78.0"
"2010","1533","종합쇼핑몰","유아짱","www.uajjang.com","41.0","26.0","10.0","77.0"
"2010","1534","종합쇼핑몰","마켓나라","marketnara.com","41.0","26.0","10.0","77.0"
"2010","1578","의류","쵸콜리트","www.chocolate365.co.kr","40.0","27.0","10.0","77.0"
"2010","1577","의류","아우라제이","www.aura-j.kr","41.0","26.0","10.0","77.0"
"2010","1538","종합쇼핑몰","화로","www.wharo.co.kr","41.0","25.0","10.0","76.0"
"2010","1588","가전","디지털시티","www.dcity.net","40.0","26.0","10.0","76.0"
"2010","1536","종합쇼핑몰","이지이지","www.ezez.co.kr","41.0","25.0","10.0","76.0"
"2010","1564","컴퓨터","피씨클럽","www.pcnclub.co.kr","40.0","26.0","10.0","76.0"
"2010","1537","종합쇼핑몰","엠플러스데이","www.mplusday.com","40.0","26.0","10.0","76.0"
"2010","1554","해외구매대행","아이하우스","www.iehouse.co.kr","42.0","24.0","10.0","76.0"
"2010","1589","가전","이엠구일구일쇼핑","www.em9191.com","37.0","29.0","10.0","76.0"
"2010","1535","종합쇼핑몰","씨에프몰","www.cfmall.com","40.0","26.0","10.0","76.0"
"2010","1540","종합쇼핑몰","여유마트","www.yyshop.kr","40.0","25.0","10.0","75.0"
"2010","1539","종합쇼핑몰","하나하나몰","www.hanahanamall.com","40.0","25.0","10.0","75.0"
"2010","1541","종합쇼핑몰","월드마켓","www.w-market.co.kr","35.0","27.0","10.0","72.0"
"2010","1542","종합쇼핑몰","멤버누리","www.membernuri.com","34.0","25.0","10.0","69.0"
"2010","1543","종합쇼핑몰","헤럴드생생몰","www.heraldmall.co.kr","0.0","0.0","0.0","0.0"
"2010","1544","종합쇼핑몰","스토어에스","www.store-s.co.kr","0.0","0.0","0.0","0.0"
"2010","1579","의류","OTTO쇼핑","www.otto.kr","0.0","0.0","0.0","0.0"
"2009","1495","도서","교보문고","www.kyobobook.co.kr","45.0","30.0","10.0","85.0"
"2009","1400","종합쇼핑몰","롯데닷컴","www.lotte.com","46.0","29.0","10.0","85.0"
"2009","1496","도서","알라딘","www.aladdin.co.kr","46.0","29.0","10.0","85.0"
"2009","1455","컴퓨터","아이코다","www.icoda.co.kr","46.0","29.0","10.0","85.0"
"2009","1465","의류","큐니걸스","www.qng.co.kr","45.0","29.0","10.0","84.0"
"2009","1403","종합쇼핑몰","오피스디포코리아","www.officedepot.co.kr","45.0","29.0","10.0","84.0"
"2009","1402","종합쇼핑몰","농수산eshop","www.nseshop.com","45.0","29.0","10.0","84.0"
"2009","1466","의류","OTTO쇼핑","www.otto.kr","46.0","28.0","10.0","84.0"
"2009","1401","종합쇼핑몰","롯데i몰","www.lotteimall.com","45.0","29.0","10.0","84.0"
"2009","1405","종합쇼핑몰","GS이숍","www.gseshop.co.kr","46.0","28.0","10.0","84.0"
"2009","1404","종합쇼핑몰","CJ오쇼핑","www.cjmall.com","46.0","28.0","10.0","84.0"
"2009","1456","컴퓨터","아싸컴","www.assacom.com","45.0","29.0","10.0","84.0"
"2009","1490","화장품","스킨알엑스","www.skinrx.co.kr","45.0","28.0","10.0","83.0"
"2009","1497","도서","예스24","www.yes24.com","45.0","28.0","10.0","83.0"
"2009","1467","의류","아이엠유리","www.iamyuri.com","45.0","28.0","10.0","83.0"
"2009","1412","종합쇼핑몰","더오픈","www.theopen.co.kr","47.0","26.0","10.0","83.0"
"2009","1408","종합쇼핑몰","신세계몰","mall.shinsegae.com","45.0","30.0","8.0","83.0"
"2009","1407","종합쇼핑몰","삼성카드몰","www.samsungcardmall.com","44.0","29.0","10.0","83.0"
"2009","1406","종합쇼핑몰","우체국쇼핑","mall.epost.go.kr","44.0","29.0","10.0","83.0"
"2009","1491","화장품","닥터자르트","www.drjart.com","44.0","28.0","10.0","82.0"
"2009","1492","화장품","SKIN79","www.skin79.com","45.0","27.0","10.0","82.0"
"2009","1480","가전","동양매직 매직몰","www.magicmall.co.kr","43.0","29.0","10.0","82.0"
"2009","1473","의류","나인걸","www.naingirl.com","45.0","27.0","10.0","82.0"
"2009","1472","의류","하프클럽","www.halfclub.com","46.0","26.0","10.0","82.0"
"2009","1471","의류","체리코코","www.cherrykoko.com","45.0","27.0","10.0","82.0"
"2009","1470","의류","하데스클럽","www.hadesclub.com","45.0","27.0","10.0","82.0"
"2009","1469","의류","패션플러스","www.fashionplus.co.kr","46.0","26.0","10.0","82.0"
"2009","1468","의류","핑키걸","www.pinkygirl.co.kr","44.0","28.0","10.0","82.0"
"2009","1481","가전","전자 랜드","www.etland.co.kr","44.0","28.0","10.0","82.0"
"2009","1458","컴퓨터","조이젠","www.joyzen.co.kr","43.0","29.0","10.0","82.0"
"2009","1457","컴퓨터","컴퓨존","www.compuzone.co.kr","43.0","29.0","10.0","82.0"
"2009","1498","도서","영풍문고","www.ypbooks.co.kr","45.0","27.0","10.0","82.0"
"2009","1445","오픈마켓","G마켓","www.gmarket.co.kr","47.0","25.0","10.0","82.0"
"2009","1493","화장품","뷰티11번가(구 체리야)","beauty.11st.co.kr","44.0","28.0","10.0","82.0"
"2009","1424","종합쇼핑몰","1일간의기적","www.1day.kr","45.0","27.0","10.0","82.0"
"2009","1423","종합쇼핑몰","하우올린","www.hauolin.com","45.0","27.0","10.0","82.0"
"2009","1422","종합쇼핑몰","NH쇼핑","www.nhshopping.co.kr","45.0","27.0","10.0","82.0"
"2009","1421","종합쇼핑몰","갤러리아백화점","www.galleria.co.kr","45.0","27.0","10.0","82.0"
"2009","1420","종합쇼핑몰","롯데마트","www.lottemart.com","45.0","27.0","10.0","82.0"
"2009","1419","종합쇼핑몰","신한카드 쇼핑","shopping.shinhancard.com","45.0","27.0","10.0","82.0"
"2009","1418","종합쇼핑몰","롯데슈퍼","www.lottesuper.co.kr","45.0","27.0","10.0","82.0"
"2009","1417","종합쇼핑몰","천삼백케이닷컴","www.1300k.com","45.0","27.0","10.0","82.0"
"2009","1416","종합쇼핑몰","바이데이","www.buyday.co.kr","44.0","28.0","10.0","82.0"
"2009","1415","종합쇼핑몰","KT몰","qook.njoyny.com","46.0","26.0","10.0","82.0"
"2009","1414","종합쇼핑몰","여인닷컴","www.yeoin.com","45.0","27.0","10.0","82.0"
